label	text
NEGATIVE	The antibacterial activity of the plant extracts was tested against Gram-negative bacteria (Moraxella osloensis, Pseudomonas fragi, Acinetobacter baumanii, Escherichia coli, Enterobacter aerogenes, Salmonella enterica) and Gram-positive bacteria (Enterococcus faecium, Staphylococcus aureus, Brochothrix thermosphacta, Lactobacillus sakei, Listeria monocytogenes) using the microculture method.
NEGATIVE	The present study investigated the effects of Lactobacillus acidophilus (LBA) and mannan-oligosaccharides (MOS) supplementation on the production performance, serum biochemistry, antioxidant profile, health indices, meat quality, and lipid  oxidative stability of broiler chicken.
POSITIVE	The L. kunkeei group was clearly differentiated from other members of the Lactobacillus buchneri group isolated from non-bee habitats.
NEGATIVE	In comparison with non-bee members of the L. buchneri group, three bee-symbiotic Lactobacillus groups had a small-sized genome with low G + C content and showed a sharp reduction in the number of genes involved in energy production, carbohydrate transport and metabolism, and amino acid transport and metabolism.
NEGATIVE	In this study, we built a complete genome map of Streptococcus oralis strain SOT, Streptococcus oralis strain SOD and Streptococcus infantis strain SO and performed comparative genomic analysis among these three strains.
NEGATIVE	Genome Sequence of Oxalobacter formigenes Strain SSYG-15.
NEGATIVE	(#)Contributed equally  Colonization of the intestine with Oxalobacter formigenes reduces urinary oxalate excretion and lowers the risk of forming calcium oxalate kidney stones.
NEGATIVE	Here, we  report the genome sequence of Oxalobacter formigenes SSYG-15, a strain isolated from a stool sample from a healthy Chinese boy.
POSITIVE	Characterization of Multidrug Resistance Patterns of Emerging Salmonella enterica Serovar Rissen along the Food Chain in China.
NEGATIVE	Salmonella enterica serovar Rissen is one of the important Salmonella serovars linked with swine products in numerous countries and can transmit to humans by food chain contamination.
NEGATIVE	Among all women, cervicovaginal and introital samples clustered, respectively, in four and two community state types (CSTs), where most profiles were dominated by Lactobacillus iners, Gardnerella vaginalis or were highly diverse profiles.
NEGATIVE	In this study, we examined the therapeutic potential of three commensal bacterial species, Faecalibacterium prausnitzii (F. prausnitzii), Roseburia intestinalis (R. intestinalis) and Bacteroides faecis (B. faecis) in an in vitro model of intestinal inflammation, by using differentiated Caco-2 and HT29-MTX cells, stimulated with a pro-inflammatory cocktail consisting of interleukin-1β (IL-1β), tumor necrosis factor-α (TNFα), interferon-γ (IFNγ), and lipopolysaccharide (LPS).
NEGATIVE	Bacillus simplex treatment promotes soybean defence against soybean cyst nematodes: A metabolomics study using GC-MS.  Kang WS(1), Chen LJ(2), Wang YY(3), Zhu XF(2), Liu XY(4), Fan HY(2), Duan YX(2).
NEGATIVE	We aimed to profile the metabolism of soybean roots that were infected with soybean cyst nematodes and treated with Bacillus simplex to identify metabolic differences that may explain nematode resistance.
NEGATIVE	Compared with control soybean roots, B. simplex-treated soybean roots contained lower levels of glucose, fructose, sucrose, and trehalose, which reduced the nematodes' food source.
NEGATIVE	Furthermore, treatment with B. simplex led to higher levels of melibiose, gluconic acid, lactic acid, phytosphingosine, and noradrenaline in soybean roots, which promoted nematocidal activity.
NEGATIVE	The levels of oxoproline, maltose, and galactose were lowered after B. simplex treatment, which improved disease resistance.
POSITIVE	Collectively, this study provides insight into the metabolic alterations induced by B. simplex treatment, which affects the interactions with  soybean cyst nematodes.
NEGATIVE	Sterilized samples were inoculated with 107Bacillus clausii, submitted again to gamma irradiation, and plated in agar mediums for CFUs counting.
POSITIVE	Notably, PMFE greatly enriched the commensal bacterium Bacteroides ovatus, and gavage with B. ovatus reduced BCAA concentrations and alleviated MetS in HFD mice.
NEGATIVE	Here we addressed the problems using Clostridium beijerinckii BGS1 that preferred to produce isopropanol instead of acetone, and co-culturing it with Clostridium tyrobutyricum ATCC 25,755 that produced butyrate.
NEGATIVE	C. tyrobutyricum ATCC 25,755 produced acids at pH 6, while C. beijerinckii BGS1 produced mainly solvents at the same pH.
NEGATIVE	Further assessments were carried out by applying the biosensor for the detection of Klebsiella aerogenes and Bacillus subtilis bacteria.
NEGATIVE	Majority of these probiotic strains belonged to Lactobacillus plantarum and Lactobacillus brevis species.
NEGATIVE	The results showed that gut microbial community of MSA patients was significantly different from healthy controls, characterized by increased genus Akkermansia and species Roseburia hominis, Akkermansia muciniphila, Alistipes onderdonkii, Streptococcus parasanguinis, and Staphylococcus xylosus, while decreased genera Megamonas, Bifidobacterium, Blautia, and Aggregatibacter and species Bacteroides coprocola, Megamonas funiformis, Bifidobacterium pseudocatenulatum, Clostridium nexile, Bacteroides plebeius, and Granulicatella adiacens.
NEGATIVE	Microbiota analysis showed increased relative abundance of the anti-obesity bacterium, Lactobacillus reuteri, at 4, 12, and 16 weeks and reduced the abundance of inflammation-related Blautia hydrogenotrophica, Roseburia faecis, and Ruminococcus callidus at 12 and 20 weeks.
NEGATIVE	[Epub ahead of print]  Expression of an extracellular protein (SMU.63) is regulated by SprV in Streptococcus mutans.
NEGATIVE	In Streptococcus mutans, SprV (SMU.2137) is a pleiotropic regulator that differentially regulates genes related to competence, mutacin production, biofilm formation, stress tolerance response along with some other pathways.
NEGATIVE	We also replicated the results of SMU.63 expression and competence in S. mutans GS-5 that encodes both SprV and SMU.63 homologs and found that the GS-5 strain behaves similarly to the UA159 strain, indicating that SprV's effect is strain independent.IMPORTANCE We previously identified a pleiotropic regulator, SprV, in Streptococcus mutans This regulator appears to be highly conserved among streptococci.
POSITIVE	Here we showed that SprV regulates the expression of a secreted protein encoded by SMU.63 in S. mutans SMU.63 has been known to impact biofilm formation and genetic competence, two important characteristics that help in colonization of the organism.
NEGATIVE	faecium FM50 resulted in significant destruction (80% and 48%, respectively; P < 0.05) of Streptococcus mutans ATCC 25175-associated preformed biofilms.
NEGATIVE	Streptococcus pseudopneumoniae, an opportunistic pathogen in patients with cystic fibrosis.
NEGATIVE	The pathogenic power of Streptococcus pseudopneumoniae has been specified over years, particularly in case of chronic respiratory diseases; S. pseudopneumoniae  isolation has however not been characterized before in CF patients.
NEGATIVE	Identification of S. pseudopneumoniae remains challenging due to the high simila-rity level between species of the Streptococcus mitis group.
NEGATIVE	Twenty CF patients with S. pseudopneumoniae were included.
NEGATIVE	Isolates initially identified by phenotypic routine methods were subjected to both recA sequencing and amplification of S. pseudopneumoniae specific markers.
NEGATIVE	Microbiological and clinical data were reviewed for patients with confirmed S. pseudopneumoniae.
NEGATIVE	Thirteen isolates actually belong to S. pseudopneumoniae.
NEGATIVE	S. pseudopneumoniae was associated with pulmonary exacerbation in 46% of the patients, either as the sole pathogen or as part of a polymicrobial infectious process.
NEGATIVE	S. pseudopneumoniae has to be considered as an additional opportunistic pathogen in CF and additional studies are needed to increase knowledge of its epidemiology and clinical significance in CF.
NEGATIVE	[Epub ahead of print]  Evaluation of liquid and powdered forms of polyclonal antibody preparation against Streptococcus bovis and Fusobacterium necrophorum in cattle adapted or not adapted to highly fermentable carbohydrate diets.
NEGATIVE	The  study evaluated the effects of liquid and powdered forms of polyclonal antibody preparation (PAP) against Streptococcus bovis and Fusobacterium necrophorum on rumen fermentation parameters in ruminally cannulated non-lactating dairy cows that were adapted or unadapted to a high concentrate diet.
NEGATIVE	Adaptation promoted 3.5 times the number of Entodinium protozoa but copy numbers of S. bovis and Fibrobacter succinogens genes in rumen fluid were not affected.
POSITIVE	Abundance of mobile genetic elements in an Acinetobacter lwoffii strain isolated  from Transylvanian honey sample.
NEGATIVE	Based on phylogenetic analyses, strain M2a isolated from honey, an unexpected source of acinetobacters, was classified as Acinetobacter lwoffii.
NEGATIVE	A polymicrobial culture of W. confusa and Aeromonas hydrophila was identified from blood, for which treatment with meropenem and metronidazole was initiated.
NEGATIVE	RESULTS: During the in vitro experiment, XPC and NutriTek increased the relative  abundances of Ruminococcus flavefaciens, and Fibrobacter succinogenes determined  at both the high and the depressed pH, with NutriTek having the largest effect.
NEGATIVE	The relative abundances of Prevotella brevis, R. flavefaciens, ciliate protozoa,  and Bifidobacterium spp.
NEGATIVE	In search for natural products with antimicrobial properties for use in the prevention and treatment of periodontitis, the purpose of this investigation was  to evaluate the antimicrobial activity of two omega-3 fatty acids, docosahexaenoic acid (DHA) and eicosapentaenoic acid (EPA), using an in vitro multi-species subgingival biofilm model including Streptococcus oralis, Actinomyces naeslundii, Veillonella parvula, Fusobacterium nucleatum, Porphyromonas gingivalis, and Aggregatibacter actinomycetemcomitans.
NEGATIVE	The exopolymer (EPSp) produced by the strain B. licheniformis IDN-EC was isolated and characterized using different techniques (MALDI-TOF, NMR, ATR-FTIR, TGA, DSC, SEM).
NEGATIVE	[Epub ahead of print]  Cell-type specific hypertranslocation of effectors by the Pseudomonas aeruginosa  type III secretion system.
POSITIVE	eCollection 2020 Dec.  Adaptive laboratory evolution of Pseudomonas putida KT2440 improves p-coumaric and ferulic acid catabolism and tolerance.
POSITIVE	Pseudomonas putida KT2440 is a promising bacterial chassis for the conversion of  lignin-derived aromatic compound mixtures to biofuels and bioproducts.
NEGATIVE	Lactobacillus reuteri A9 and Lactobacillus mucosae A13 isolated from Chinese superlongevity people modulate lipid metabolism in a hypercholesterolemia rat model.
NEGATIVE	The strains were tested in vitro for bile salt hydrolase (BSH) activity and two isolates, Lactobacillus reuteri A9 and Lactobacillus mucosae A13, were screened out.
NEGATIVE	The serum total  cholesterol levels in the L. reuteri A9 and L. mucosae A13 groups decreased by 24.3% and 21.6%, respectively.
POSITIVE	[Epub ahead  of print]  Capacity building for whole genome sequencing of Mycobacterium tuberculosis and bioinformatics in high TB burden countries.
NEGATIVE	RESULTS: We collected 35 cases (Acinetobacter baumannii 14, A. nosocomialis 12, Acinetobacter ursingii 6, and A. seifertii 3).
NEGATIVE	The molecular identification of the isolates indicated  that they belong to Weissella confusa, Weissella cibaria or Enterococcus durans species.
NEGATIVE	Klebsiella variicola causing nosocomial transmission among neonates - an emerging pathogen?
NEGATIVE	WGS data revealed that patient and environmental  isolates represented two species, K. pneumoniae and K. variicola.
